doc_id,url,title,description,pagerank
287,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357997/,Molecular and physiological changes in the SpaceX Inspiration4 civilian crew - PMC,"Human spaceflight has historically been managed by government agencies, such as in the NASA Twins Study1, but new commercial spaceflight opportunities have opened spaceflight to a broader population. In 2021, the SpaceX Inspiration4 mission launched ...",9e-06
288,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166909/,Spatial multi-omics of human skin reveals KRAS and inflammatory responses to spaceflight - PMC,"Spaceflight can change metabolic, immunological, and biological homeostasis and cause skin rashes and irritation, yet the molecular basis remains unclear. To investigate the impact of short-duration spaceflight on the skin, we conducted skin ...",9e-06
289,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9583032/,Routine omics collection is a golden opportunity for European human research in space and analog environments - PMC,"Widespread generation and analysis of omics data have revolutionized molecular medicine on Earth, yet its power to yield new mechanistic insights and improve occupational health during spaceflight is still to be fully realized in humans. ...",9e-06
290,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166948/,Spatiotemporal expression and control of haemoglobin in space - PMC,"It is now widely recognised that the environment in space activates a diverse set of genes involved in regulating fundamental cellular pathways. This includes the activation of genes associated with blood homeostasis and erythropoiesis, with a ...",9e-06
291,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11022651/,"Genome and clonal hematopoiesis stability contrasts with immune, cfDNA, mitochondrial, and telomere length changes during short duration spaceflight - PMC","The Inspiration4 (I4) mission, the first all-civilian orbital flight mission, investigated the physiological effects of short-duration spaceflight through a multi-omic approach. Despite advances, there remains much to learn about human adaptation to ...",9e-06
292,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166943/,Astronaut omics and the impact of space on the human body at scale - PMC,"Future multi-year crewed planetary missions will motivate advances in aerospace nutrition and telehealth. On Earth, the Human Cell Atlas project aims to spatially map all cell types in the human body. Here, we propose that a parallel Human Cell ...",9e-06
293,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166937/,Single-cell analysis identifies conserved features of immune dysfunction in simulated microgravity and spaceflight - PMC,"Microgravity is associated with immunological dysfunction, though the mechanisms are poorly understood. Here, using single-cell analysis of human peripheral blood mononuclear cells (PBMCs) exposed to short term (25 hours) simulated microgravity, we ...",9e-06
294,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11222149/,Longitudinal multi-omics analysis of host microbiome architecture and immune responses during short-term spaceflight - PMC,"Maintenance of astronaut health during spaceflight will require monitoring and potentially modulating their microbiomes. However, documenting microbial shifts during spaceflight has been difficult due to mission constraints that lead to limited ...",9e-06
295,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166969/,"Secretome profiling reveals acute changes in oxidative stress, brain homeostasis, and coagulation following short-duration spaceflight - PMC","As spaceflight becomes more common with commercial crews, blood-based measures of crew health can guide both astronaut biomedicine and countermeasures. By profiling plasma proteins, metabolites, and extracellular vesicles/particles (EVPs) from the ...",9e-06
296,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11357981/,The Space Omics and Medical Atlas (SOMA) and international astronaut biobank - PMC,"Spaceflight induces molecular, cellular and physiological shifts in astronauts and poses myriad biomedical challenges to the human body, which are becoming increasingly relevant as more humans venture into space1–6. Yet current frameworks for ...",9e-06
297,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,Author Correction: To boldly go where no microRNAs have gone before: spaceflight impact on risk for small-for-gestational-age infants - PMC,Author Correction: To boldly go where no microRNAs have gone before: spaceflight impact on risk for small-for-gestational-age infants - PMC Skip to main content An official website of the United State...,9e-06
298,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166952/,"Single-cell multi-ome and immune profiles of the Inspiration4 crew reveal conserved, cell-type, and sex-specific responses to spaceflight - PMC","Spaceflight induces an immune response in astronauts. To better characterize this effect, we generated single-cell, multi-ome, cell-free RNA (cfRNA), biochemical, and hematology data for the SpaceX Inspiration4 (I4) mission crew. We found that 18 ...",9e-06
299,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166967/,Transcriptomics analysis reveals molecular alterations underpinning spaceflight dermatology - PMC,"Spaceflight poses a unique set of challenges to humans and the hostile spaceflight environment can induce a wide range of increased health risks, including dermatological issues. The biology driving the frequency of skin issues in astronauts is ...",9e-06
300,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166981/,Spaceflight induces changes in gene expression profiles linked to insulin and estrogen - PMC,"Organismal adaptations to spaceflight have been characterized at the molecular level in model organisms, including Drosophila and C. elegans. Here, we extend molecular work to energy metabolism and sex hormone signaling in mice and humans. We found ...",9e-06
301,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10780891/,Bread Wheat in Space Flight: Is There a Difference in Kernel Quality? - PMC,Planning long-term space flights necessarily includes issues of providing food for the crew. One of the areas of research is the development of technologies for independent production of food by the crew. Extensive research on lettuce has confirmed ...,9e-06
302,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11263583/,Protective alleles and precision healthcare in crewed spaceflight - PMC,"Common and rare alleles are now being annotated across millions of human genomes, and omics technologies are increasingly being used to develop health and treatment recommendations. However, these alleles have not yet been systematically ...",9e-06
303,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9861679/,Low-Speed Clinorotation of Brachypodium distachyon and Arabidopsis thaliana Seedlings Triggers Root Tip Curvatures That Are Reminiscent of Gravitropism - PMC,"Clinostats are instruments that continuously rotate biological specimens along an axis, thereby averaging their orientation relative to gravity over time. Our previous experiments indicated that low-speed clinorotation may itself trigger directional ...",9e-06
304,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2897429/,New Device for High-Throughput Viability Screening of Flow Biofilms - PMC,Control of biofilms requires rapid methods to identify compounds effective against them and to isolate resistance-compromised mutants for identifying genes involved in enhanced biofilm resistance. While rapid screening methods for microtiter plate ...,9e-06
305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4321547/,Natural variation in the expression of ORGANIC CATION TRANSPORTER 1 affects root length responses to cadaverine in Arabidopsis - PMC,"How the polyamine cadaverine alters plant development is poorly understood. Here it is shown that natural variation in ORGANIC CATION TRANSPORTER 1 affects root length sensitivity to exogenous cadaverine. Key words: Arabidopsis, cadaverine, natural ...",9e-06
306,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6710492/,"Turbidity matters: differential effect of a 2,4-D formulation on the structure of microbial communities from clear and turbid freshwater systems - PMC","We evaluated the effect of AsiMax 50®, a commercial formulation of 2,4-D (2,4-dichlorophenoxyacetic acid), on the structure of both micro + nano phytoplankton (>2 μm; species composition and abundance) and cytometric populations (photosynthetic ...",9e-06
307,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11167060/,"Cosmic kidney disease: an integrated pan-omic, physiological and morphological study into spaceflight-induced renal dysfunction - PMC",Missions into Deep Space are planned this decade. Yet the health consequences of exposure to microgravity and galactic cosmic radiation (GCR) over years-long missions on indispensable visceral organs such as the kidney are largely unexplored. We ...,9e-06
308,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7067979/,Microbiological and Nutritional Analysis of Lettuce Crops Grown on the International Space Station - PMC,"The ability to grow safe, fresh food to supplement packaged foods of astronauts in space has been an important goal for NASA. Food crops grown in space experience different environmental conditions than plants grown on Earth (e.g., reduced gravity, ...",9e-06
309,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8518694/,Cadaverine regulates biotin synthesis to modulate primary root growth in Arabidopsis - PMC,"Cadaverine, a polyamine, has been linked to modification of root growth architecture and response to environmental stresses in plants. However, the molecular mechanisms that govern the regulation of root growth by cadaverine are largely unexplored. ...",9e-06
310,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4187989/,Sigma S-Dependent Antioxidant Defense Protects Stationary-Phase Escherichia coli against the Bactericidal Antibiotic Gentamicin - PMC,"Stationary-phase bacteria are important in disease. The σs-regulated general stress response helps them become resistant to disinfectants, but the role of σs in bacterial antibiotic resistance has not been elucidated. Loss of σs rendered ...",9e-06
311,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6981245/,Effects of Spaceflight on the Mouse Submandibular Gland - PMC,This study was conducted to determine if the morphology and biochemistry of the mouse submandibular gland is affected by microgravity and the spaceflight environment. Tissues from female mice flown on the US space shuttle missions Space ...,9e-06
312,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6131065/,Response of the mouse sublingual gland to spaceflight - PMC,The ultrastructure and immunohistochemistry of secretory proteins of sublingual glands were studied in mice flown on the US space shuttles Discovery (Space Transportation System [STS]-131) and Atlantis (STS-135). No differences in mucous acinar or ...,9e-06
313,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7171750/,The influence of spaceflight on the astronaut salivary microbiome and the search for a microbiome biomarker for viral reactivation - PMC,"Spaceflight impacts astronauts in many ways but little is known on how spaceflight affects the salivary microbiome and the consequences of these changes on astronaut health, such as viral reactivation. In order to understand this, the salivary ...",9e-06
314,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11233762/,Upregulation of Amy1 in the salivary glands of mice exposed to a lunar gravity environment using the multiple artificial gravity research system - PMC,"Introduction: Space is a unique environment characterized by isolation from community life and exposure to circadian misalignment, microgravity, and space radiation. These multiple differences from those experienced on the earth may cause systemic ...",9e-06
315,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8183356/,Persistent NF-κB activation in muscle stem cells induces proliferation-independent telomere shortening - PMC,"During the repeated cycles of damage and repair in many muscle disorders, including Duchenne muscular dystrophy (DMD), the muscle stem cell (MuSC) pool becomes less efficient at responding to and repairing damage. The underlying mechanism of such ...",9e-06
316,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8450295/,Telomere length assessments of muscle stem cells in rodent and human skeletal muscle sections - PMC,"Measurements of telomere length in skeletal muscle stem cells (MuSCs), a rare cell population within muscles, provide insights into cellular dysfunction in diseased conditions. Here, we describe a protocol (cryosection muscle quantitative ...",9e-06
317,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6213004/,"Reactivation of Latent Epstein-Barr Virus: A Comparison after Exposure to Gamma, Proton, Carbon, and Iron Radiation - PMC","Among the many stressors astronauts are exposed to during spaceflight, cosmic radiation may lead to various serious health effects. Specifically, space radiation may contribute to decreased immunity, which has been documented in astronauts during ...",9e-06
318,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10504369/,"Impacts of radiation exposure, hindlimb unloading, and recovery on murine skeletal muscle cell telomere length - PMC","Astronauts are exposed to harsh conditions, including cosmic radiation and microgravity. Spaceflight elongates human telomeres in peripheral blood, which shorten upon return to Earth and approach baseline levels during postflight recovery. ...",9e-06
319,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3982735/,Ethylene-Induced Flavonol Accumulation in Guard Cells Suppresses Reactive Oxygen Species and Moderates Stomatal Aperture - PMC,"In the epidermis of Arabidopsis leaves, flavonols specifically accumulate in guard cells with enhanced synthesis in the presence of ethylene, where they lower the levels of reactive oxygen species and reduce the rate of stomatal closure.",9e-06
320,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8932657/,Piezo1 regulates the regenerative capacity of skeletal muscles via orchestration of stem cell morphological states - PMC,"Muscle stem cells (MuSCs) are essential for tissue homeostasis and regeneration, but the potential contribution of MuSC morphology to in vivo function remains unknown. Here, we demonstrate that quiescent MuSCs are morphologically heterogeneous and ...",9e-06
321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8217198/,Plasma membrane disruption (PMD) formation and repair in mechanosensitive tissues - PMC,"Mammalian cells employ an array of biological mechanisms to detect and respond to mechanical loading in their environment. One such mechanism is the formation of plasma membrane disruptions (PMD), which foster a molecular flux across cell membranes ...",9e-06
322,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10414970/,The AUX1-AFB1-CNGC14 module establishes a longitudinal root surface pH profile - PMC,Plant roots navigate in the soil environment following the gravity vector. Cell divisions in the meristem and rapid cell growth in the elongation zone propel the root tips through the soil. Actively elongating cells acidify their apoplast to enable ...,9e-06
323,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4682325/,Transcriptional and Hormonal Regulation of Gravitropism of Woody Stems in Populus - PMC,"Fundamental mechanisms associated with gravitropism in woody stems of Populus involve relocalization of the PIN3 auxin transporter and interacting roles for auxin, gibberellic acid, and the ARBORKNOX2 transcription factor in regulating fiber ...",9e-06
324,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7555797/,Changes in Nuclear Shape and Gene Expression in Response to Simulated Microgravity Are LINC Complex-Dependent - PMC,"Microgravity is known to affect the organization of the cytoskeleton, cell and nuclear morphology and to elicit differential expression of genes associated with the cytoskeleton, focal adhesions and the extracellular matrix. Although the nucleus is ...",9e-06
325,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7358545/,"A Conditional Mutation in SCD1 Reveals Linkage Between PIN Protein Trafficking, Auxin Transport, Gravitropism, and Lateral Root Initiation - PMC","Auxin is transported in plants with distinct polarity, defined by transport proteins of the PIN-formed (PIN) family. Components of the complex trafficking machinery responsible for polar PIN protein localization have been identified by genetic ...",9e-06
326,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3869332/,Complete Genome Sequence of Carnobacterium gilichinskyi Strain WN1359T (DSM 27470T) - PMC,"We report the complete genome sequence of Carnobacterium gilichinskyi strain WN1359, previously isolated from Siberian permafrost and capable of growth under cold (0°C), anoxic, CO2-dominated, low-pressure (0.7-kPa) conditions in a simulation of the ...",9e-06
327,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10264680/,The EXO70 inhibitor Endosidin2 alters plasma membrane protein composition in Arabidopsis roots - PMC,"To sustain normal growth and allow rapid responses to environmental cues, plants alter the plasma membrane protein composition under different conditions presumably by regulation of delivery, stability, and internalization. Exocytosis is a conserved ...",9e-06
328,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3545801/,"Growth of Carnobacterium spp. from permafrost under low pressure, temperature, and anoxic atmosphere has implications for Earth microbes on Mars - PMC",The ability of terrestrial microorganisms to grow in the near-surface environment of Mars is of importance to the search for life and protection of that planet from forward contamination by human and robotic exploration. Because most water on ...,9e-06
329,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4923109/,Cultivation of Staphylococcus epidermidis in the Human Spaceflight Environment Leads to Alterations in the Frequency and Spectrum of Spontaneous Rifampicin-Resistance Mutations in the rpoB Gene - PMC,Bacteria of the genus Staphylococcus are persistent inhabitants of human spaceflight habitats and represent potential opportunistic pathogens. The effect of the human spaceflight environment on the growth and the frequency of mutations to antibiotic ...,9e-06
330,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9108708/,"A comprehensive SARS-CoV-2 and COVID-19 review, Part 1: Intracellular overdrive for SARS-CoV-2 infection - PMC","COVID-19, the disease caused by SARS-CoV-2, has claimed approximately 5 million lives and 257 million cases reported globally. This virus and disease have significantly affected people worldwide, whether directly and/or indirectly, with a virulent ...",9e-06
331,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4135744/,"Exposure of Bacillus subtilis to Low Pressure (5 Kilopascals) Induces Several Global Regulons, Including Those Involved in the SigB-Mediated General Stress Response - PMC","Studies of how microorganisms respond to pressure have been limited mostly to the extreme high pressures of the deep sea (i.e., the piezosphere). In contrast, despite the fact that the growth of most bacteria is inhibited at pressures below ∼2.5 ...",9e-06
332,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3911009/,"Resistance of Bacillus subtilis Spore DNA to Lethal Ionizing Radiation Damage Relies Primarily on Spore Core Components and DNA Repair, with Minor Effects of Oxygen Radical Detoxification - PMC","The roles of various core components, including α/β/γ-type small acid-soluble spore proteins (SASP), dipicolinic acid (DPA), core water content, and DNA repair by apurinic/apyrimidinic (AP) endonucleases or nonhomologous end joining (NHEJ), in ...",9e-06
333,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5648920/,Cultivation in Space Flight Produces Minimal Alterations in the Susceptibility of Bacillus subtilis Cells to 72 Different Antibiotics and Growth-Inhibiting Compounds - PMC,"Past results have suggested that bacterial antibiotic susceptibility is altered during space flight. To test this notion, Bacillus subtilis cells were cultivated in matched hardware, medium, and environmental conditions either in space flight ...",9e-06
334,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8904044/,Environmental Dependence of Competitive Fitness in Rifampin-Resistant rpoB Mutants of Bacillus subtilis - PMC,"RNA polymerase (RNAP) is a highly conserved macromolecular machine that contributes to the flow of genetic information from genotype to phenotype. In Bacillus subtilis, mutations in the rpoB gene encoding the β-subunit of RNAP have been shown to ...",9e-06
335,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5817088/,Alterations in the Spectrum of Spontaneous Rifampicin-Resistance Mutations in the Bacillus subtilis rpoB Gene after Cultivation in the Human Spaceflight Environment - PMC,"The effect of Bacillus subtilis exposure to the human spaceflight environment on growth, mutagenic frequency, and spectrum of mutations to rifampicin resistance (RifR) was investigated. B. subtilis cells were cultivated in Biological Research in ...",9e-06
336,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7825584/,Mechanotransduction in Prokaryotes: A Possible Mechanism of Spaceflight Adaptation - PMC,"Our understanding of the mechanisms of microgravity perception and response in prokaryotes (Bacteria and Archaea) lag behind those which have been elucidated in eukaryotic organisms. In this hypothesis paper, we: (i) review how eukaryotic cells ...",9e-06
337,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11673879/,Thermal Plasticity and Evolutionary Constraints in Bacillus: Implications for Climate Change Adaptation - PMC,"As global temperatures rise due to climate change, understanding how bacteria respond to heat is essential. Bacteria are critical to ecosystems, helping recycle nutrients, break down organic matter, and support plant growth. If they struggle to ...",9e-06
338,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3187170/,Induction of Attachment-Independent Biofilm Formation and Repression of hfq Expression by Low-Fluid-Shear Culture of Staphylococcus aureus - PMC,"The opportunistic pathogen Staphylococcus aureus encounters a wide variety of fluid shear levels within the human host, and they may play a key role in dictating whether this organism adopts a commensal interaction with the host or transitions to ...",9e-06
339,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3067220/,Transcriptional and Proteomic Responses of Pseudomonas aeruginosa PAO1 to Spaceflight Conditions Involve Hfq Regulation and Reveal a Role for Oxygen - PMC,"Assessing bacterial behavior in microgravity is important for risk assessment and prevention of infectious diseases during spaceflight missions. Furthermore, this research field allows the unveiling of novel connections between low-fluid-shear ...",9e-06
340,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4085587/,Conservation of the Low-shear Modeled Microgravity Response in Enterobacteriaceae and Analysis of the trp Genes in this Response - PMC,"Low fluid shear force, including that encountered in microgravity models, induces bacterial responses, but the range of bacteria capable of responding to this signal remains poorly characterized. We systematically analyzed a range of Gram negative ...",9e-06
341,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3012082/,Analysis of Interactions of Salmonella Type Three Secretion Mutants with 3-D Intestinal Epithelial Cells - PMC,"The prevailing paradigm of Salmonella enteropathogenesis based on monolayers asserts that Salmonella pathogenicity island-1 Type Three Secretion System (SPI-1 T3SS) is required for bacterial invasion into intestinal epithelium. However, little is ...",9e-06
342,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3242767/,Evaluation of Microorganisms Cultured from Injured and Repressed Tissue Regeneration Sites in Endangered Giant Aquatic Ozark Hellbender Salamanders - PMC,"Investigation into the causes underlying the rapid, global amphibian decline provides critical insight into the effects of changing ecosystems. Hypothesized and confirmed links between amphibian declines, disease, and environmental changes are ...",9e-06
343,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11088941/,3D Oral and Cervical Tissue Models to Study Papillomavirus Host-Pathogen Interactions - PMC,"Human papillomavirus (HPV) infection occurs in differentiating epithelial tissues, and cancers caused by the high-risk types (e.g., HPV16 and HPV18) typically occur at oropharyngeal and anogenital anatomical sites. The HPV life cycle is ...",9e-06
344,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3647661/,Lack of Norovirus Replication and Histo-Blood Group Antigen Expression in 3-Dimensional Intestinal Epithelial Cells - PMC,"TOC summary: The 3-dimensional intestinal model is not sufficient as a virus replication system for developing vaccines or drugs to control human norovirus infections. Keywords: norovirus replication, 3-D intestinal epithelial cell culture, INT-407, ...",9e-06
345,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3133089/,"Characterization of the Salmonella enterica Serovar Typhimurium ydcI Gene, Which Encodes a Conserved DNA Binding Protein Required for Full Acid Stress Resistance - PMC","Salmonella enterica serovar Typhimurium possesses a stimulon of genes that are differentially regulated in response to conditions of low fluid shear force that increase bacterial virulence and alter other phenotypes. In this study, we show that a ...",9e-06
346,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460263/,Three-dimensional organotypic co-culture model of intestinal epithelial cells and macrophages to study Salmonella enterica colonization patterns - PMC,Three-dimensional models of human intestinal epithelium mimic the differentiated form and function of parental tissues often not exhibited by two-dimensional monolayers and respond to Salmonella in key ways that reflect in vivo infections. To ...,9e-06
347,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7467030/,Hypotheses about sub-optimal hydration in the weeks before coronavirus disease (COVID-19) as a risk factor for dying from COVID-19 - PMC,"To address urgent need for strategies to limit mortality from coronavirus disease 2019 (COVID-19), this review describes experimental, clinical and epidemiological evidence that suggests that chronic sub-optimal hydration in the weeks before ...",9e-06
348,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3251573/,New Insights into the Bacterial Fitness-Associated Mechanisms Revealed by the Characterization of Large Plasmids of an Avian Pathogenic E. coli - PMC,"Extra-intestinal pathogenic E. coli (ExPEC), including avian pathogenic E. coli (APEC), pose a considerable threat to both human and animal health, with illness causing substantial economic loss. APEC strain χ7122 (O78∶K80∶H9), containing three ...",9e-06
349,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11888247/,Candida albicans Colonization Modulates Murine Ethanol Consumption and Behavioral Responses Through Elevation of Serum Prostaglandin E2 and Impact on the Striatal Dopamine System - PMC,Candida albicans is a commensal yeast that is a common component of the gastrointestinal (GI) microbiome of humans. C. albicans has been shown to bloom in the GI tract of individuals with alcohol use disorder (AUD) and can promote and increase the ...,9e-06
350,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4427280/,Recellularization of Decellularized Lung Scaffolds Is Enhanced by Dynamic Suspension Culture - PMC,"Strategies are needed to improve repopulation of decellularized lung scaffolds with stromal and functional epithelial cells. We demonstrate that decellularized mouse lungs recellularized in a dynamic low fluid shear suspension bioreactor, termed the ...",9e-06
351,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4096993/,Mimicking the host and its microenvironment in vitro for studying mucosal infections by Pseudomonas aeruginosa - PMC,"Why is a healthy person protected from Pseudomonas aeruginosa infections, while individuals with cystic fibrosis or damaged epithelium are particularly susceptible to this opportunistic pathogen? In order to address this question, it is essential to ...",9e-06
352,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166648/,Direct RNA sequencing of astronaut blood reveals spaceflight-associated m6A increases and hematopoietic transcriptional responses - PMC,"The advent of civilian spaceflight challenges scientists to precisely describe the effects of spaceflight on human physiology, particularly at the molecular and cellular level. Newer, nanopore-based sequencing technologies can quantitatively map ...",9e-06
353,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7943786/,Evaluating the effect of spaceflight on the host–pathogen interaction between human intestinal epithelial cells and Salmonella Typhimurium - PMC,"Spaceflight uniquely alters the physiology of both human cells and microbial pathogens, stimulating cellular and molecular changes directly relevant to infectious disease. However, the influence of this environment on host–pathogen interactions ...",9e-06
354,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3838407/,Microfluidics-enabled method to identify modes of Caenorhabditis elegans paralysis in four anthelmintics - PMC,"The discovery of new drugs is often propelled by the increasing resistance of parasites to existing drugs and the availability of better technology platforms. The area of microfluidics has provided devices for faster screening of compounds, ...",9e-06
355,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3350920/,The 14-3-3 proteins of Arabidopsis regulate root growth and chloroplast development as components of the photosensory system - PMC,"The 14-3-3 proteins specifically bind a number of client proteins to influence important pathways, including flowering timing via the photosensory system. For instance, 14-3-3 proteins influence the photosensory system through interactions with ...",9e-06
356,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8067245/,"Growth and Antifungal Resistance of the Pathogenic Yeast, Candida Albicans, in the Microgravity Environment of the International Space Station: An Aggregate of Multiple Flight Experiences - PMC",This report was designed to compare spaceflight-induced cellular and physiological adaptations of Candida albicans cultured in microgravity on the International Space Station across several payloads. C. albicans is a common opportunistic fungal ...,9e-06
357,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6204695/,Modeling Host-Pathogen Interactions in the Context of the Microenvironment: Three-Dimensional Cell Culture Comes of Age - PMC,Tissues and organs provide the structural and biochemical landscapes upon which microbial pathogens and commensals function to regulate health and disease. While flat two-dimensional (2-D) monolayers composed of a single cell type have provided ...,9e-06
358,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9701605/,Challenges and considerations for single-cell and spatially resolved transcriptomics sample collection during spaceflight - PMC,Single-cell RNA sequencing (scRNA-seq) and spatially resolved transcriptomics (SRT) have experienced rapid development in recent years. The findings of spaceflight-based scRNA-seq and SRT investigations are likely to improve our understanding of ...,9e-06
359,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3748764/,Multiparameter Behavioral Analyses Provide Insights to Mechanisms of Cyanide Resistance in Caenorhabditis elegans - PMC,"Environmental toxicants influence development, behavior, and ultimately survival. The nematode Caenorhabditis elegans has proven to be an exceptionally powerful model for toxicological studies. Here, we develop novel technologies to describe the ...",9e-06
360,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2925951/,Growth Performance and Root Transcriptome Remodeling of Arabidopsis in Response to Mars-Like Levels of Magnesium Sulfate - PMC,"Martian regolith (unconsolidated surface material) is a potential medium for plant growth in bioregenerative life support systems during manned missions on Mars. However, hydrated magnesium sulfate mineral levels in the regolith of Mars can reach as ...",9e-06
361,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11869762/,Ginsenoside Reshapes Intestinal Microecology to Alleviate Microgravity Stress - PMC,"During medium- to long-duration spaceflights, real-time microgravity can increase the health risks of astronauts. In particular, the disruption of intestinal homeostasis is closely related to other health problems, and it is necessary to monitor ...",9e-06
362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166662/,Collection of biospecimens from the inspiration4 mission establishes the standards for the space omics and medical atlas (SOMA) - PMC,"The SpaceX Inspiration4 mission provided a unique opportunity to study the impact of spaceflight on the human body. Biospecimen samples were collected from four crew members longitudinally before (Launch: L-92, L-44, L-3 days), during (Flight Day: ...",9e-06
363,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4103452/,A method for preparing spaceflight RNAlater-fixed Arabidopsis thaliana (Brassicaceae) tissue for scanning electron microscopy - PMC,"• Premise of the study: In spaceflight experiments, tissues for morphologic study are fixed in 3% glutaraldehyde, while tissues for molecular study are fixed in RNAlater; thus, an experiment containing both study components requires multiple ...",9e-06
364,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3851762/,Spaceflight Enhances Cell Aggregation and Random Budding in Candida albicans - PMC,"This study presents the first global transcriptional profiling and phenotypic characterization of the major human opportunistic fungal pathogen, Candida albicans, grown in spaceflight conditions. Microarray analysis revealed that C. albicans ...",9e-06
365,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3422896/,14-3-3 phosphoprotein interaction networks – does isoform diversity present functional interaction specification? - PMC,"The 14-3-3 proteins have emerged as major phosphoprotein interaction proteins and thereby constitute a key node in the Arabidopsis Interactome Map, a node through which a large number of important signals pass. Throughout their history of discovery ...",9e-06
366,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6348315/,A member of the CONSTANS-Like protein family is a putative regulator of reactive oxygen species homeostasis and spaceflight physiological adaptation - PMC,A feature of the physiological adaptation to spaceflight in Arabidopsis thaliana (Arabidopsis) is the induction of reactive oxygen species (ROS)-associated gene expression. The patterns of ROS-associated gene expression vary among Arabidopsis ...,9e-06
